Image,Party Affiliation,Candidate Name,Office
D,Democrat,Kevin Mullin (i),U.S. House CA Dist 15
R,Republican,Anna Cheng Kramer,U.S. House CA Dist 15
D,Democrat,Sam Liccardo,U.S. House CA Dist 16
D,Democrat,Evan Low,U.S. House CA Dist 16
